id;Код ОО;Задания с кратким ответом;Первичный балл;Балл;Task1;Task2;Task3;Task4;Task5;Task6;Task7;Task8;Task9;Task10;Task11;Task12;Task13;Task14;Task15;Task16;Task17;Task18;Task19;Task20;Task21;Task22;Task23;Task24;Task25;Task26;Task27
703;249032;++++++++-+++-++++++--++-+00;20;78;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
704;246015;+-+--++-+++++-+++-++--+-+00;16;67;1;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0
705;205133;++++-+-++++++-++++++-++--00;19;75;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0
706;238013;++--++-+-++--+-++-+++++--00;15;64;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0
707;247033;---+-+---+-+-------------00;4;27;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
708;205203;--+----------------------00;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
709;206033;++---+------------+--+---00;5;34;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
710;245093;+---++-+-+---+---++--+---00;9;48;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0
711;205133;+++++++++++++++++++++++++21;28;98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
712;203063;+++--+--+++-+-+-+++--++--00;14;62;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0
713;205015;-+++-+--++--+-+++-+--++--00;13;59;0;1;1;1;0;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0
714;241036;++++++--++++-++++++++++-+00;21;80;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0
715;205016;++-+++-+-+++++++-++------00;15;64;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0
716;245123;-+---+--++--+-----++-+---00;8;46;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0
717;238113;+++--+--++-+++++++---++++00;17;70;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0
718;246015;+++++++-+++++++++++++++++20;26;93;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
719;220033;+++-++-+-+-+-+-++-+++++--00;16;67;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0
720;246013;+++--++--+-+++-+-----+---00;11;54;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
721;238023;+++--++++++++-++--+--+--+00;16;67;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0
722;235063;+++--+---+--+----+---+---00;8;46;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0
723;246015;+++++++--++--+-+-+---+---00;13;59;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0
724;206015;--+--++--++++---+++++++--00;14;62;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0
725;212013;+++-++-++++++++++++++++++20;25;90;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
726;238103;+++-+++--+-+---+-+++++--+00;15;64;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0
727;246015;+++++++++++++++++++++++++00;25;90;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
728;238017;++++++--++-+++-+-+++++---00;17;70;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0
729;241036;++++++-++++++++++++++++++21;27;95;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
730;242036;+++--++--+-+++++-+++-+---00;15;64;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0
731;247025;++++++-++++++++++++++++++00;24;88;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
732;238047;++++-+------+-----++-----00;8;46;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
733;238047;++++-+--++-+++++-++--++--00;16;67;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0
734;247023;+-+--+---+-+---+---------00;6;40;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
735;243025;++++++--++---------------00;8;46;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
736;225033;+++-++++++-+++++-++++++++00;22;83;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
737;205015;++++++--++-+-+++++++++--+00;19;75;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0
738;238047;+++--++-++++-+++++++++--+00;19;75;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0
739;238017;++++-+--+-+++++++++-+++--00;18;72;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0
740;213033;++--+++--+++-+++-++--+---00;14;62;1;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0
741;242036;+++--+---+++--++++++-+---00;14;62;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0
742;238043;++---+++-+++-+-++-++++--+00;16;67;1;1;0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0
743;244033;++-+++---+-+-++++++--++-+00;16;67;1;1;0;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
744;246016;++--++---+++++++++-++++--00;17;70;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0
745;205026;++++++-+++++++-++++++++--00;21;80;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0
746;246046;+++++++-+++++-+++++++++++20;25;90;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;0
747;237033;+----+---+-++--+--+--+---00;8;46;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
748;244013;+++-+----+---------------00;5;34;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
749;247023;-+-+--+------------------00;3;20;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
750;246016;++--+++--+++++++++++++--+00;19;75;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0
751;244033;+++-+++--+--+------------00;8;46;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;247026;++++++---++------++--+---00;11;54;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
753;244015;++-++-++-+++-+-++++++++++00;20;78;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0
754;203063;++--+++--++++--+-+++-++-+00;16;67;1;1;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;0;1;0;0
755;241036;+-+-++--+++++-++-+-+-+--+00;15;64;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0
756;238047;+++++++++++++++++++++++++21;28;98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
757;230023;+-+--+---+---------------00;4;27;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
758;204183;+++-++-+-++++++++++++++++00;22;83;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
759;206013;+++-++---+--+------------00;7;43;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
760;220023;++++++-+++-+-+++-++--++--00;17;70;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0
761;234016;-+--+++---+-+------------00;6;40;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
762;201023;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
763;246163;+++------+-+++-+--+------00;9;48;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
764;247033;-----+---+-+---+-----+---00;5;34;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
765;246016;++--++---+++-+---+-++++--10;14;62;1;1;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0
766;220023;+++++++-+++++++++++++++--00;22;83;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
767;206053;++---+---+---+----+--+---00;7;43;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
768;217023;+++--+--++++++++-++++++--00;18;72;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
769;247023;+-+--+---+--------+--+---00;6;40;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
770;243023;+++--+---+++++-+-----+---00;11;54;1;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
771;246016;+++-++---++-++-+--+------00;11;54;1;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
772;246046;++-------++--------------00;4;27;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
773;205163;++---+---+-+++-++-+++++-+00;15;64;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0
774;246016;+++--++-+++--+++--+++----00;14;62;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0
775;242016;+++++++-+++++++++++++++-+00;23;85;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
776;238047;++++++--++++++-++-+++++++10;22;83;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0
777;243015;++--++-+-+-+-+++--+--++--00;13;59;1;1;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0
778;247016;-++--+++-+++++++-++++++++00;20;78;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
779;246015;++-+++---+-++-+++-+--+---00;13;59;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0
780;206025;+--+-++--+++-++++++--++-+00;16;67;1;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0
781;241036;-++++++-++++++++++++++++-10;23;85;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
782;246015;+++++++++++++++++++++++++01;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
783;247027;++---+---+---+++++---+---00;10;51;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0
784;230016;++---++-++-++--+-+---+---00;11;54;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0
785;201013;+++--+---+-+-+-+++---+---00;11;54;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0
786;226033;+-+----------------------00;2;14;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
787;244015;+++--+-++++++++++++--++--00;18;72;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0
788;244013;-+++-+---+---+-+-++--+---00;10;51;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0
789;220016;++++++--+++++-+--++--++--00;16;67;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0
790;249046;++-+-++--+-+--++--++++---00;13;59;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0
791;246016;+++++++--+++-+++-+---+---00;15;64;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0
792;206025;+-+--+-----+-+-+--+--+---00;8;46;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0
793;205015;++++++--+++-++-+--++-+--+00;16;67;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;0
794;242026;++++++-+-+-----+--++-+---00;12;56;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0
795;208016;+++--++--+-+++++++---++--20;17;70;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;2;0
796;230016;++-+-----+++---+--+------00;8;46;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
797;245036;+++-+++-+++-+++++++++++++21;25;90;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
798;249046;-+-+++-+++-++-+++-+-----+01;15;64;0;1;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;1
799;225033;+++--+--+++-+-+++++-++++-10;18;72;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0
800;244016;+++-+++-++-++--++----+---00;13;59;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0
801;246153;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802;220016;+++-++---+++++++-++++++--00;18;72;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
803;244016;++-+-+---+--+------------00;6;40;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804;201033;++-+++-+++++++-++++++++++00;22;83;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0
805;243016;+++-+++-+++++--+++++++---00;18;72;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0
806;241046;+++-++-+++-+-+++--+--+-+-00;15;64;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0
807;238017;--+-++---+---------------00;4;27;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
808;247016;+-+------+---------------00;3;20;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
809;220016;++++++++-+++-+++++++++++-00;22;83;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0
810;238053;++++++--++-+++-+-++--+---00;15;64;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0
811;238013;++++-++--+-+++++-+++++---00;17;70;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0
812;246015;++++++++++-+-+++++++++++-20;24;88;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;0
813;205033;+-+------+--+------------00;4;27;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
814;246016;++++++--++-++++++++++++--00;20;78;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
815;247033;-----+---+---------------00;2;14;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
816;246015;+++++++--+-----------+---00;9;48;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
817;241036;+++-++++++-+++++++++-+-+-21;23;85;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;2;1
818;245026;++++++++++++++++++-++++++20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;2;0
819;246193;-+++------+-++-+--++-----00;9;48;0;1;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0
820;242063;++++-+--+++-+------++++--00;13;59;1;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
821;243046;++++-+---+--++-+-++++++--00;15;64;1;1;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0
822;238153;++++-+++-++-++++-+++-+---00;17;70;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0
823;252126;++-+-+---+-++--+-+++-+---00;12;56;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0
824;243026;++++++-+-+++-+++++++-++--00;19;75;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0
825;205143;++++++++++-+++++++++-++++10;24;88;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0
826;221023;++++++++-++++++++++--++++20;24;88;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;2;0
827;247045;++-+++++--++++-+-++++++--00;18;72;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0
828;205025;++++++---+++++++-----++--00;15;64;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0
829;247045;++++++++-++++++++++++++++21;27;95;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
830;249046;++++++--+--+++-+--+-----+10;14;62;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0
831;221013;++++---------------------00;4;27;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
832;211093;++++++++++-+++++++++++++-21;26;93;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;1
833;243026;++++-+++----++-+++++++++-00;18;72;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0
834;206093;++-+-----+---------+-+---00;6;40;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
835;246036;+++--+-----+-+-+---+-----00;8;46;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
836;205143;-+++-++--++---++--++-+---00;12;56;0;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
837;208015;+--+-------+-++---++-----00;7;43;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
838;245103;+-++-+---+-+++-+--++-----00;11;54;1;0;1;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0
839;243046;--+--+---+--------+--+---00;5;34;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
840;219153;++++-+-+-++++-++-+++-+++-20;20;78;1;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;2;0
841;205263;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
842;236013;-+-+-----+----++-----+---00;6;40;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
843;238283;++-++++--+--+--+-++++-+--00;14;62;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0
844;227043;++-+-++----+-+++-++++++--00;15;64;1;1;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0
845;242013;++++++++-+-++++++++++++++20;25;90;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
846;238073;-+++-+-+---+------+---+--00;8;46;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
847;243046;++-+-+-+-+-++--++-++-+---00;13;59;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0
848;245016;-+++++++-+++++++++++++++-20;24;88;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
849;241026;++-+-++--+++++++++++++---00;18;72;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
850;245016;++++++--+++++++++++++++--00;21;80;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
851;238153;+++++++++++++++++-+++++--20;24;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;2;0
852;205103;++++-+---++-++++-++++++--00;17;70;1;1;1;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
853;264064;+-+++------------++------00;6;40;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
854;247043;+-+--++--+--+-----+++----00;9;48;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
855;243023;++++-++--+---+++-+++++-+-00;16;67;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0
856;242015;+++++++-+-+++++++++++++++20;25;90;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
857;240023;++++-+---+++++++-++++++--00;18;72;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0
858;205015;++++++-++++++++++++++++++20;26;93;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
859;247043;++-+-+---+--++-------+---00;8;46;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
860;249046;++++++++++-+++++++++++---00;21;80;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
861;238373;---++----+-----+---------00;4;27;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
862;238143;++++++-----++-+--+++++---00;14;62;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0
863;206083;++-------+-+-------------00;4;27;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
864;205123;++++++++++++++++++++++++-20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
865;206073;++-+++---+-+-+----++++---00;12;56;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0
866;242036;++++++++-+++++++++++-++-+00;22;83;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0
867;247015;+-++-----+-+---+-----+---00;7;43;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
868;246083;++++++++-+++++++-++++++++00;23;85;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0
869;205063;+--------+-+-------------00;3;20;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
870;246056;++++-+---+-+++-+-----+---00;11;54;1;1;1;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0
871;241036;++++++++++++++++--++++++-20;24;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;2;0
872;229013;++++++---+-+++-+--++++---00;15;64;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0
873;246073;+++-++++-++++++++++++++++10;24;88;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
874;205015;++++-++-++-+++++++++-+---00;18;72;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0
875;243046;+++------+----+---+--+---00;7;43;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
876;238373;++++-----+--------++-----00;7;43;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
877;238363;++++++-+++-++++++++++++++20;25;90;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
878;245016;++-+++--+++++--++-+--+---00;14;62;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0
