ID операции;Дата;ID тура;ID туроператора;Количество проданных путёвок
OP2659;18.02.2022;R1121;T113;8
OP2660;18.02.2022;R1116;T114;4
OP2661;18.02.2022;R1125;T109;10
OP2662;18.02.2022;R1118;T109;20
OP2663;18.02.2022;R1132;T109;19
OP2664;18.02.2022;R1127;T106;4
OP2665;18.02.2022;R1114;T104;14
OP2666;18.02.2022;R1105;T119;4
OP2667;18.02.2022;R1114;T119;3
OP2668;18.02.2022;R1118;T104;10
OP2669;18.02.2022;R1129;T111;11
OP2670;18.02.2022;R1107;T117;20
OP2671;18.02.2022;R1125;T107;2
OP2672;18.02.2022;R1131;T101;15
OP2673;18.02.2022;R1130;T101;20
OP2674;18.02.2022;R1120;T102;18
OP2675;18.02.2022;R1118;T103;15
OP2676;18.02.2022;R1114;T112;10
OP2677;18.02.2022;R1110;T110;13
OP2678;18.02.2022;R1121;T112;9
OP2679;18.02.2022;R1106;T104;11
OP2680;18.02.2022;R1110;T109;18
OP2681;18.02.2022;R1131;T106;9
OP2682;18.02.2022;R1104;T117;7
OP2683;18.02.2022;R1117;T103;8
OP2684;18.02.2022;R1118;T114;4
OP2685;18.02.2022;R1102;T119;14
OP2686;18.02.2022;R1126;T120;5
OP2687;18.02.2022;R1125;T115;10
OP2688;18.02.2022;R1132;T116;4
OP2689;18.02.2022;R1121;T109;2
OP2690;18.02.2022;R1131;T100;8
OP2691;18.02.2022;R1116;T102;19
OP2692;18.02.2022;R1125;T102;13
OP2693;18.02.2022;R1130;T112;20
OP2694;18.02.2022;R1119;T102;8
OP2695;18.02.2022;R1123;T102;20
OP2696;18.02.2022;R1128;T110;14
OP2697;18.02.2022;R1103;T112;4
OP2698;18.02.2022;R1109;T104;10
OP2699;18.02.2022;R1104;T104;13
OP2700;18.02.2022;R1127;T102;4
OP2701;18.02.2022;R1124;T116;19
OP2702;18.02.2022;R1116;T102;2
OP2703;18.02.2022;R1111;T108;16
OP2704;19.02.2022;R1125;T114;10
OP2705;19.02.2022;R1104;T119;12
OP2706;19.02.2022;R1114;T107;4
OP2707;19.02.2022;R1125;T110;6
OP2708;19.02.2022;R1122;T110;19
OP2709;19.02.2022;R1102;T102;12
OP2710;19.02.2022;R1111;T116;3
OP2711;19.02.2022;R1110;T103;7
OP2712;19.02.2022;R1132;T102;20
OP2713;19.02.2022;R1124;T116;9
OP2714;19.02.2022;R1131;T107;12
OP2715;19.02.2022;R1103;T114;8
OP2716;19.02.2022;R1106;T111;19
OP2717;19.02.2022;R1130;T117;7
OP2718;19.02.2022;R1114;T103;4
OP2719;19.02.2022;R1124;T119;7
OP2720;19.02.2022;R1115;T110;17
OP2721;19.02.2022;R1106;T109;16
OP2722;19.02.2022;R1126;T120;5
OP2723;19.02.2022;R1115;T110;20
OP2724;19.02.2022;R1105;T120;7
OP2725;19.02.2022;R1117;T112;10
OP2726;19.02.2022;R1119;T119;18
OP2727;19.02.2022;R1117;T109;19
OP2728;19.02.2022;R1121;T112;2
OP2729;19.02.2022;R1129;T101;14
OP2730;19.02.2022;R1109;T105;8
OP2731;19.02.2022;R1132;T111;6
OP2732;19.02.2022;R1132;T113;14
OP2733;19.02.2022;R1111;T106;13
OP2734;19.02.2022;R1104;T114;2
OP2735;19.02.2022;R1106;T119;15
OP2736;19.02.2022;R1126;T100;17
OP2737;19.02.2022;R1127;T104;5
OP2738;19.02.2022;R1118;T115;6
OP2739;19.02.2022;R1115;T104;13
OP2740;19.02.2022;R1126;T109;2
OP2741;19.02.2022;R1111;T103;2
OP2742;19.02.2022;R1112;T117;19
OP2743;19.02.2022;R1122;T105;16
OP2744;19.02.2022;R1114;T117;20
OP2745;19.02.2022;R1121;T102;19
OP2746;19.02.2022;R1111;T108;3
OP2747;19.02.2022;R1131;T115;6
OP2748;19.02.2022;R1130;T115;16
OP2749;19.02.2022;R1118;T116;14
OP2750;19.02.2022;R1115;T115;5
OP2751;19.02.2022;R1120;T117;7
OP2752;19.02.2022;R1105;T113;13
OP2753;19.02.2022;R1122;T112;14
OP2754;19.02.2022;R1110;T119;11
OP2755;19.02.2022;R1115;T114;5
OP2756;19.02.2022;R1128;T112;10
OP2757;19.02.2022;R1127;T114;19
OP2758;19.02.2022;R1115;T109;7
OP2759;19.02.2022;R1126;T103;17
OP2760;19.02.2022;R1125;T106;15
OP2761;19.02.2022;R1109;T112;17
OP2762;20.02.2022;R1107;T109;12
OP2763;20.02.2022;R1122;T100;12
OP2764;20.02.2022;R1131;T116;9
OP2765;20.02.2022;R1109;T101;17
OP2766;20.02.2022;R1118;T120;14
OP2767;20.02.2022;R1103;T108;15
OP2768;20.02.2022;R1127;T112;19
OP2769;20.02.2022;R1105;T114;8
OP2770;20.02.2022;R1107;T117;3
OP2771;20.02.2022;R1121;T100;12
OP2772;20.02.2022;R1102;T117;4
OP2773;20.02.2022;R1121;T113;9
OP2774;20.02.2022;R1119;T114;4
OP2775;20.02.2022;R1113;T106;8
OP2776;20.02.2022;R1119;T102;9
OP2777;20.02.2022;R1109;T105;16
OP2778;20.02.2022;R1117;T116;3
OP2779;20.02.2022;R1109;T105;15
OP2780;20.02.2022;R1103;T104;12
OP2781;20.02.2022;R1118;T111;3
OP2782;20.02.2022;R1132;T100;8
OP2783;20.02.2022;R1109;T112;10
OP2784;20.02.2022;R1106;T101;14
OP2785;20.02.2022;R1118;T101;16
OP2786;20.02.2022;R1107;T101;16
OP2787;20.02.2022;R1122;T117;12
OP2788;20.02.2022;R1112;T103;20
OP2789;20.02.2022;R1131;T108;10
OP2790;20.02.2022;R1108;T101;10
OP2791;20.02.2022;R1109;T107;12
OP2792;20.02.2022;R1101;T106;13
OP2793;20.02.2022;R1112;T113;2
OP2794;20.02.2022;R1104;T108;4
OP2795;20.02.2022;R1125;T110;8
OP2796;20.02.2022;R1118;T108;14
OP2797;20.02.2022;R1119;T113;14
OP2798;20.02.2022;R1132;T114;15
OP2799;20.02.2022;R1130;T111;3
OP2800;20.02.2022;R1109;T107;16
OP2801;20.02.2022;R1116;T106;11
OP2802;20.02.2022;R1113;T114;13
OP2803;20.02.2022;R1106;T103;6
OP2804;20.02.2022;R1125;T103;18
OP2805;20.02.2022;R1123;T113;5
OP2806;20.02.2022;R1103;T119;8
OP2807;20.02.2022;R1121;T105;11
OP2808;20.02.2022;R1122;T111;3
OP2809;20.02.2022;R1107;T116;8
OP2810;20.02.2022;R1130;T105;11
OP2811;20.02.2022;R1101;T104;2
OP2812;20.02.2022;R1119;T106;19
OP2813;21.02.2022;R1117;T120;11
OP2814;21.02.2022;R1119;T114;8
OP2815;21.02.2022;R1102;T105;3
OP2816;21.02.2022;R1126;T105;20
OP2817;21.02.2022;R1111;T116;19
OP2818;21.02.2022;R1126;T100;4
OP2819;21.02.2022;R1131;T116;14
OP2820;21.02.2022;R1114;T100;14
OP2821;21.02.2022;R1112;T106;16
OP2822;21.02.2022;R1106;T119;16
OP2823;21.02.2022;R1110;T106;5
OP2824;21.02.2022;R1103;T102;6
OP2825;21.02.2022;R1120;T119;16
OP2826;21.02.2022;R1131;T117;4
OP2827;21.02.2022;R1116;T116;3
OP2828;21.02.2022;R1122;T112;20
OP2829;21.02.2022;R1116;T117;15
OP2830;21.02.2022;R1111;T116;4
OP2831;21.02.2022;R1116;T114;9
OP2832;21.02.2022;R1121;T103;6
OP2833;21.02.2022;R1113;T101;3
OP2834;21.02.2022;R1108;T118;3
OP2835;21.02.2022;R1106;T114;18
OP2836;21.02.2022;R1107;T108;4
OP2837;21.02.2022;R1111;T115;18
OP2838;21.02.2022;R1114;T101;17
OP2839;21.02.2022;R1105;T108;12
OP2840;21.02.2022;R1105;T100;13
OP2841;21.02.2022;R1105;T105;18
OP2842;21.02.2022;R1122;T113;8
OP2843;21.02.2022;R1130;T114;3
OP2844;21.02.2022;R1115;T104;10
OP2845;21.02.2022;R1111;T103;6
OP2846;21.02.2022;R1116;T116;17
OP2847;21.02.2022;R1123;T110;11
OP2848;21.02.2022;R1123;T100;4
OP2849;21.02.2022;R1132;T105;2
OP2850;21.02.2022;R1104;T104;12
OP2851;21.02.2022;R1115;T112;11
OP2852;21.02.2022;R1110;T103;2
OP2853;21.02.2022;R1125;T118;17
OP2854;21.02.2022;R1104;T103;6
OP2855;21.02.2022;R1127;T108;14
OP2856;21.02.2022;R1106;T105;19
OP2857;21.02.2022;R1108;T114;4
OP2858;21.02.2022;R1113;T118;15
OP2859;21.02.2022;R1122;T105;7
OP2860;21.02.2022;R1111;T111;15
OP2861;21.02.2022;R1123;T101;10
OP2862;21.02.2022;R1110;T120;18
OP2863;21.02.2022;R1107;T109;9
OP2864;21.02.2022;R1119;T110;6
OP2865;22.02.2022;R1128;T113;20
OP2866;22.02.2022;R1113;T103;17
OP2867;22.02.2022;R1129;T103;17
OP2868;22.02.2022;R1128;T119;3
OP2869;22.02.2022;R1103;T119;19
OP2870;22.02.2022;R1104;T112;9
OP2871;22.02.2022;R1130;T107;16
OP2872;22.02.2022;R1122;T100;9
OP2873;22.02.2022;R1132;T112;5
OP2874;22.02.2022;R1109;T101;4
OP2875;22.02.2022;R1111;T111;15
OP2876;22.02.2022;R1109;T113;6
OP2877;22.02.2022;R1124;T108;12
OP2878;22.02.2022;R1109;T116;10
OP2879;22.02.2022;R1111;T102;6
OP2880;22.02.2022;R1131;T101;15
OP2881;22.02.2022;R1113;T110;14
OP2882;22.02.2022;R1123;T106;12
OP2883;22.02.2022;R1129;T100;14
OP2884;22.02.2022;R1113;T119;5
OP2885;22.02.2022;R1111;T119;10
OP2886;22.02.2022;R1113;T109;16
OP2887;22.02.2022;R1104;T104;10
OP2888;22.02.2022;R1118;T107;12
OP2889;22.02.2022;R1114;T113;17
OP2890;22.02.2022;R1124;T103;3
OP2891;22.02.2022;R1106;T114;14
OP2892;22.02.2022;R1102;T103;20
OP2893;22.02.2022;R1123;T113;9
OP2894;22.02.2022;R1115;T116;12
OP2895;22.02.2022;R1129;T103;8
OP2896;22.02.2022;R1131;T118;11
OP2897;22.02.2022;R1105;T112;3
OP2898;22.02.2022;R1115;T106;10
OP2899;22.02.2022;R1126;T115;2
OP2900;22.02.2022;R1128;T111;3
OP2901;22.02.2022;R1107;T111;10
OP2902;22.02.2022;R1131;T120;7
OP2903;22.02.2022;R1104;T114;6
OP2904;22.02.2022;R1110;T101;17
OP2905;22.02.2022;R1106;T120;6
OP2906;22.02.2022;R1103;T116;9
OP2907;22.02.2022;R1102;T111;2
OP2908;22.02.2022;R1104;T101;9
OP2909;22.02.2022;R1124;T113;3
OP2910;22.02.2022;R1125;T104;11
OP2911;22.02.2022;R1120;T103;16
OP2912;22.02.2022;R1128;T116;5
OP2913;22.02.2022;R1121;T108;2
OP2914;22.02.2022;R1127;T106;16
OP2915;22.02.2022;R1115;T105;16
OP2916;22.02.2022;R1103;T119;4
OP2917;22.02.2022;R1105;T102;13
OP2918;22.02.2022;R1117;T115;3
OP2919;22.02.2022;R1111;T119;7
OP2920;22.02.2022;R1118;T116;4
OP2921;22.02.2022;R1103;T106;7
OP2922;22.02.2022;R1108;T109;14
OP2923;22.02.2022;R1102;T107;4
OP2924;22.02.2022;R1111;T113;14
OP2925;22.02.2022;R1117;T106;13
OP2926;22.02.2022;R1106;T120;20
OP2927;22.02.2022;R1118;T102;5
OP2928;22.02.2022;R1128;T105;19
OP2929;22.02.2022;R1128;T109;11
OP2930;22.02.2022;R1111;T117;9
OP2931;22.02.2022;R1101;T113;4
OP2932;22.02.2022;R1126;T107;8
OP2933;22.02.2022;R1101;T119;15
OP2934;23.02.2022;R1124;T103;10
OP2935;23.02.2022;R1108;T120;5
OP2936;23.02.2022;R1127;T117;2
OP2937;23.02.2022;R1102;T104;12
OP2938;23.02.2022;R1113;T104;9
OP2939;23.02.2022;R1117;T120;8
OP2940;23.02.2022;R1132;T114;4
OP2941;23.02.2022;R1125;T116;14
OP2942;23.02.2022;R1120;T106;3
OP2943;23.02.2022;R1113;T102;7
OP2944;23.02.2022;R1120;T119;16
OP2945;23.02.2022;R1104;T104;6
OP2946;23.02.2022;R1113;T117;8
OP2947;23.02.2022;R1131;T104;17
OP2948;23.02.2022;R1132;T113;14
OP2949;23.02.2022;R1103;T119;19
OP2950;23.02.2022;R1103;T118;18
OP2951;23.02.2022;R1114;T115;10
OP2952;23.02.2022;R1118;T106;12
OP2953;23.02.2022;R1112;T119;4
OP2954;23.02.2022;R1114;T107;5
OP2955;23.02.2022;R1103;T109;16
OP2956;23.02.2022;R1104;T109;17
OP2957;23.02.2022;R1108;T103;9
OP2958;23.02.2022;R1121;T103;17
OP2959;23.02.2022;R1116;T103;4
OP2960;23.02.2022;R1106;T106;13
OP2961;23.02.2022;R1118;T118;7
OP2962;23.02.2022;R1103;T120;15
OP2963;23.02.2022;R1124;T113;9
OP2964;23.02.2022;R1128;T103;8
OP2965;23.02.2022;R1110;T112;16
OP2966;23.02.2022;R1118;T104;18
OP2967;23.02.2022;R1106;T106;5
OP2968;23.02.2022;R1103;T116;20
OP2969;23.02.2022;R1102;T119;13
OP2970;23.02.2022;R1128;T113;2
OP2971;23.02.2022;R1121;T101;17
OP2972;23.02.2022;R1112;T108;20
OP2973;23.02.2022;R1116;T115;12
OP2974;23.02.2022;R1130;T117;6
OP2975;23.02.2022;R1119;T117;19
OP2976;23.02.2022;R1127;T103;17
OP2977;23.02.2022;R1111;T103;20
OP2978;23.02.2022;R1115;T115;16
OP2979;23.02.2022;R1106;T112;3
OP2980;23.02.2022;R1106;T103;20
OP2981;23.02.2022;R1124;T110;8
OP2982;23.02.2022;R1121;T113;7
OP2983;23.02.2022;R1110;T113;17
OP2984;23.02.2022;R1112;T100;5
OP2985;23.02.2022;R1106;T110;9
OP2986;23.02.2022;R1122;T101;8
OP2987;23.02.2022;R1116;T101;10
OP2988;23.02.2022;R1106;T100;6
OP2989;23.02.2022;R1112;T106;6
OP2990;23.02.2022;R1109;T103;9
OP2991;23.02.2022;R1128;T119;4
OP2992;24.02.2022;R1111;T110;15
OP2993;24.02.2022;R1119;T112;12
OP2994;24.02.2022;R1102;T120;3
OP2995;24.02.2022;R1119;T113;5
OP2996;24.02.2022;R1111;T112;16
OP2997;24.02.2022;R1113;T103;2
OP2998;24.02.2022;R1124;T111;19
OP2999;24.02.2022;R1129;T107;4
OP3000;24.02.2022;R1101;T106;16
OP3001;24.02.2022;R1131;T107;14
OP3002;24.02.2022;R1119;T107;17
OP3003;24.02.2022;R1110;T115;2
OP3004;24.02.2022;R1114;T100;9
OP3005;24.02.2022;R1106;T110;19
OP3006;24.02.2022;R1106;T101;17
OP3007;24.02.2022;R1130;T119;8
OP3008;24.02.2022;R1112;T120;16
OP3009;24.02.2022;R1105;T104;20
OP3010;24.02.2022;R1109;T102;17
OP3011;24.02.2022;R1126;T120;17
OP3012;24.02.2022;R1126;T110;10
OP3013;24.02.2022;R1105;T106;16
OP3014;24.02.2022;R1119;T106;19
OP3015;24.02.2022;R1108;T111;18
OP3016;24.02.2022;R1130;T119;19
OP3017;24.02.2022;R1126;T115;15
OP3018;24.02.2022;R1123;T110;17
OP3019;24.02.2022;R1118;T113;8
OP3020;24.02.2022;R1126;T120;4
OP3021;24.02.2022;R1110;T110;4
OP3022;24.02.2022;R1112;T113;20
OP3023;24.02.2022;R1107;T119;7
OP3024;24.02.2022;R1117;T113;19
OP3025;24.02.2022;R1117;T111;2
OP3026;24.02.2022;R1101;T119;16
OP3027;24.02.2022;R1123;T109;8
OP3028;24.02.2022;R1127;T110;16
OP3029;24.02.2022;R1118;T115;2
OP3030;24.02.2022;R1116;T101;8
OP3031;24.02.2022;R1126;T110;18
OP3032;24.02.2022;R1121;T107;7
OP3033;24.02.2022;R1109;T102;8
OP3034;24.02.2022;R1107;T107;12
OP3035;25.02.2022;R1115;T108;4
OP3036;25.02.2022;R1118;T106;14
OP3037;25.02.2022;R1130;T111;2
OP3038;25.02.2022;R1132;T108;20
OP3039;25.02.2022;R1120;T103;11
OP3040;25.02.2022;R1114;T100;7
OP3041;25.02.2022;R1119;T119;4
OP3042;25.02.2022;R1124;T115;2
OP3043;25.02.2022;R1125;T103;8
OP3044;25.02.2022;R1121;T119;5
OP3045;25.02.2022;R1131;T114;16
OP3046;25.02.2022;R1129;T108;6
OP3047;25.02.2022;R1117;T116;19
OP3048;25.02.2022;R1121;T117;12
OP3049;25.02.2022;R1115;T100;2
OP3050;25.02.2022;R1126;T116;4
OP3051;25.02.2022;R1121;T119;12
OP3052;25.02.2022;R1130;T102;4
OP3053;25.02.2022;R1118;T104;9
OP3054;25.02.2022;R1128;T110;2
OP3055;25.02.2022;R1111;T110;17
OP3056;25.02.2022;R1104;T104;6
OP3057;25.02.2022;R1120;T117;3
OP3058;25.02.2022;R1106;T119;20
OP3059;25.02.2022;R1116;T116;19
OP3060;25.02.2022;R1131;T101;13
OP3061;25.02.2022;R1109;T106;12
OP3062;25.02.2022;R1114;T118;10
OP3063;25.02.2022;R1124;T116;16
OP3064;25.02.2022;R1128;T116;20
OP3065;25.02.2022;R1116;T118;6
OP3066;25.02.2022;R1129;T119;2
OP3067;25.02.2022;R1112;T116;5
OP3068;25.02.2022;R1101;T115;20
OP3069;25.02.2022;R1130;T104;20
OP3070;25.02.2022;R1112;T120;17
OP3071;25.02.2022;R1124;T113;3
OP3072;25.02.2022;R1121;T116;7
OP3073;25.02.2022;R1112;T117;19
OP3074;25.02.2022;R1106;T118;16
OP3075;25.02.2022;R1115;T108;9
OP3076;25.02.2022;R1123;T109;9
OP3077;25.02.2022;R1130;T113;5
OP3078;25.02.2022;R1122;T119;17
OP3079;25.02.2022;R1121;T101;17
OP3080;25.02.2022;R1120;T114;19
OP3081;25.02.2022;R1126;T111;17
OP3082;25.02.2022;R1132;T101;10
OP3083;25.02.2022;R1102;T114;7
OP3084;25.02.2022;R1109;T102;3
OP3085;25.02.2022;R1105;T120;7
OP3086;25.02.2022;R1103;T108;18
OP3087;25.02.2022;R1108;T103;10
OP3088;25.02.2022;R1124;T100;6
OP3089;25.02.2022;R1131;T115;5
OP3090;26.02.2022;R1123;T120;6
OP3091;26.02.2022;R1101;T114;12
OP3092;26.02.2022;R1131;T105;17
OP3093;26.02.2022;R1102;T114;5
OP3094;26.02.2022;R1107;T117;9
OP3095;26.02.2022;R1114;T100;13
OP3096;26.02.2022;R1121;T106;14
OP3097;26.02.2022;R1127;T102;6
OP3098;26.02.2022;R1122;T101;6
OP3099;26.02.2022;R1105;T108;6
OP3100;26.02.2022;R1124;T113;12
OP3101;26.02.2022;R1110;T102;17
OP3102;26.02.2022;R1118;T111;20
OP3103;26.02.2022;R1121;T110;12
OP3104;26.02.2022;R1132;T107;18
OP3105;26.02.2022;R1122;T115;16
OP3106;26.02.2022;R1129;T100;12
OP3107;26.02.2022;R1129;T103;12
OP3108;26.02.2022;R1126;T103;9
OP3109;26.02.2022;R1111;T100;13
OP3110;26.02.2022;R1111;T116;20
OP3111;26.02.2022;R1113;T100;11
OP3112;26.02.2022;R1108;T100;13
OP3113;26.02.2022;R1123;T104;15
OP3114;26.02.2022;R1107;T117;7
OP3115;26.02.2022;R1122;T107;20
OP3116;26.02.2022;R1121;T101;3
OP3117;26.02.2022;R1112;T100;6
OP3118;26.02.2022;R1111;T110;2
OP3119;26.02.2022;R1126;T112;17
OP3120;26.02.2022;R1106;T117;2
OP3121;26.02.2022;R1120;T119;19
OP3122;26.02.2022;R1110;T112;14
OP3123;26.02.2022;R1128;T102;13
OP3124;26.02.2022;R1115;T105;6
OP3125;26.02.2022;R1113;T118;11
OP3126;26.02.2022;R1120;T115;4
OP3127;26.02.2022;R1105;T100;15
OP3128;26.02.2022;R1118;T105;20
OP3129;26.02.2022;R1105;T106;15
OP3130;26.02.2022;R1130;T114;11
OP3131;26.02.2022;R1118;T118;12
OP3132;26.02.2022;R1131;T109;5
OP3133;26.02.2022;R1126;T110;2
OP3134;26.02.2022;R1108;T109;16
OP3135;26.02.2022;R1124;T113;9
OP3136;26.02.2022;R1132;T120;3
OP3137;26.02.2022;R1127;T101;7
OP3138;26.02.2022;R1110;T109;7
OP3139;26.02.2022;R1119;T101;3
OP3140;26.02.2022;R1116;T101;20
OP3141;26.02.2022;R1130;T112;5
OP3142;26.02.2022;R1112;T114;4
OP3143;26.02.2022;R1131;T112;15
OP3144;26.02.2022;R1131;T114;7
OP3145;26.02.2022;R1124;T107;11
OP3146;26.02.2022;R1104;T101;20
OP3147;27.02.2022;R1132;T102;6
OP3148;27.02.2022;R1109;T100;17
OP3149;27.02.2022;R1130;T118;14
OP3150;27.02.2022;R1107;T105;13
OP3151;27.02.2022;R1105;T101;20
OP3152;27.02.2022;R1128;T110;18
OP3153;27.02.2022;R1120;T117;3
OP3154;27.02.2022;R1105;T116;13
OP3155;27.02.2022;R1108;T112;6
OP3156;27.02.2022;R1108;T114;11
OP3157;27.02.2022;R1107;T111;9
OP3158;27.02.2022;R1127;T113;3
OP3159;27.02.2022;R1121;T102;3
OP3160;27.02.2022;R1129;T102;18
OP3161;27.02.2022;R1106;T115;18
OP3162;27.02.2022;R1110;T116;10
OP3163;27.02.2022;R1113;T100;3
OP3164;27.02.2022;R1113;T116;3
OP3165;27.02.2022;R1115;T115;2
OP3166;27.02.2022;R1103;T100;11
OP3167;27.02.2022;R1126;T104;2
OP3168;27.02.2022;R1107;T110;3
OP3169;27.02.2022;R1123;T103;19
OP3170;27.02.2022;R1110;T117;15
OP3171;27.02.2022;R1103;T115;13
OP3172;27.02.2022;R1128;T113;15
OP3173;27.02.2022;R1113;T108;18
OP3174;27.02.2022;R1109;T107;6
OP3175;27.02.2022;R1118;T111;5
OP3176;27.02.2022;R1103;T107;4
OP3177;27.02.2022;R1128;T103;15
OP3178;27.02.2022;R1129;T114;6
OP3179;27.02.2022;R1132;T105;17
OP3180;27.02.2022;R1128;T114;13
OP3181;27.02.2022;R1129;T108;17
OP3182;27.02.2022;R1103;T104;16
OP3183;27.02.2022;R1104;T117;10
OP3184;27.02.2022;R1122;T100;4
OP3185;27.02.2022;R1128;T115;17
OP3186;27.02.2022;R1120;T120;3
OP3187;27.02.2022;R1107;T115;12
OP3188;27.02.2022;R1127;T115;9
OP3189;27.02.2022;R1112;T120;15
OP3190;27.02.2022;R1129;T116;8
OP3191;27.02.2022;R1107;T111;15
OP3192;27.02.2022;R1127;T106;9
OP3193;27.02.2022;R1125;T112;6
OP3194;27.02.2022;R1110;T106;12
OP3195;27.02.2022;R1128;T116;2
OP3196;27.02.2022;R1125;T106;11
OP3197;27.02.2022;R1105;T108;3
OP3198;27.02.2022;R1126;T120;16
OP3199;27.02.2022;R1114;T116;19
OP3200;27.02.2022;R1102;T100;8
OP3201;27.02.2022;R1101;T104;11
OP3202;27.02.2022;R1120;T109;18
OP3203;27.02.2022;R1125;T106;5
OP3204;27.02.2022;R1114;T106;19
OP3205;27.02.2022;R1103;T108;19
OP3206;27.02.2022;R1111;T120;11
OP3207;27.02.2022;R1119;T111;6
OP3208;27.02.2022;R1112;T118;15
OP3209;27.02.2022;R1122;T119;15
OP3210;28.02.2022;R1115;T102;15
OP3211;28.02.2022;R1119;T117;6
OP3212;28.02.2022;R1127;T104;18
OP3213;28.02.2022;R1124;T120;12
OP3214;28.02.2022;R1124;T106;5
OP3215;28.02.2022;R1129;T104;5
OP3216;28.02.2022;R1132;T107;4
OP3217;28.02.2022;R1115;T120;12
OP3218;28.02.2022;R1102;T108;16
OP3219;28.02.2022;R1108;T100;17
OP3220;28.02.2022;R1117;T106;6
OP3221;28.02.2022;R1120;T104;9
OP3222;28.02.2022;R1119;T100;7
OP3223;28.02.2022;R1126;T109;5
OP3224;28.02.2022;R1122;T111;13
OP3225;28.02.2022;R1130;T111;5
OP3226;28.02.2022;R1127;T106;4
OP3227;28.02.2022;R1108;T100;7
OP3228;28.02.2022;R1104;T110;12
OP3229;28.02.2022;R1107;T102;2
OP3230;28.02.2022;R1118;T112;13
OP3231;28.02.2022;R1105;T116;2
OP3232;28.02.2022;R1114;T110;11
OP3233;28.02.2022;R1111;T118;15
OP3234;28.02.2022;R1116;T100;11
OP3235;28.02.2022;R1131;T105;9
OP3236;28.02.2022;R1104;T110;16
OP3237;28.02.2022;R1122;T115;3
OP3238;28.02.2022;R1128;T120;6
OP3239;28.02.2022;R1131;T114;3
OP3240;28.02.2022;R1125;T118;2
OP3241;28.02.2022;R1127;T100;9
OP3242;28.02.2022;R1103;T110;9
OP3243;28.02.2022;R1132;T112;18
OP3244;28.02.2022;R1124;T103;8
OP3245;28.02.2022;R1132;T118;4
OP3246;28.02.2022;R1104;T107;18
OP3247;28.02.2022;R1111;T107;2
OP3248;28.02.2022;R1111;T120;16
OP3249;28.02.2022;R1113;T113;8
OP3250;28.02.2022;R1103;T112;14
OP3251;28.02.2022;R1110;T103;19
OP3252;28.02.2022;R1105;T107;7
OP3253;28.02.2022;R1124;T110;14
OP3254;28.02.2022;R1114;T118;11
OP3255;28.02.2022;R1130;T114;18
OP3256;01.03.2022;R1122;T118;9
OP3257;01.03.2022;R1105;T114;12
OP3258;01.03.2022;R1101;T113;12
OP3259;01.03.2022;R1110;T120;12
OP3260;01.03.2022;R1131;T113;2
OP3261;01.03.2022;R1108;T112;16
OP3262;01.03.2022;R1118;T104;3
OP3263;01.03.2022;R1113;T113;6
OP3264;01.03.2022;R1123;T104;3
OP3265;01.03.2022;R1117;T119;3
OP3266;01.03.2022;R1124;T120;6
OP3267;01.03.2022;R1125;T110;17
OP3268;01.03.2022;R1122;T100;4
OP3269;01.03.2022;R1107;T119;8
OP3270;01.03.2022;R1108;T114;11
OP3271;01.03.2022;R1118;T119;19
OP3272;01.03.2022;R1132;T116;6
OP3273;01.03.2022;R1121;T108;5
OP3274;01.03.2022;R1130;T113;13
OP3275;01.03.2022;R1129;T113;7
OP3276;01.03.2022;R1126;T116;20
OP3277;01.03.2022;R1129;T100;8
OP3278;01.03.2022;R1132;T114;4
OP3279;01.03.2022;R1111;T110;15
OP3280;01.03.2022;R1102;T120;7
OP3281;01.03.2022;R1127;T100;4
OP3282;01.03.2022;R1102;T117;6
OP3283;01.03.2022;R1119;T101;6
OP3284;01.03.2022;R1112;T107;2
OP3285;01.03.2022;R1107;T106;7
OP3286;01.03.2022;R1110;T107;18
OP3287;01.03.2022;R1129;T117;2
OP3288;01.03.2022;R1128;T108;11
OP3289;01.03.2022;R1102;T102;9
OP3290;01.03.2022;R1110;T102;2
OP3291;01.03.2022;R1106;T102;3
OP3292;01.03.2022;R1130;T119;6
OP3293;01.03.2022;R1126;T107;14
OP3294;01.03.2022;R1114;T118;6
OP3295;01.03.2022;R1103;T115;5
OP3296;01.03.2022;R1103;T117;6
OP3297;01.03.2022;R1108;T109;15
OP3298;01.03.2022;R1131;T110;8
OP3299;01.03.2022;R1127;T117;18
OP3300;01.03.2022;R1126;T119;13
OP3301;01.03.2022;R1132;T118;15
OP3302;01.03.2022;R1132;T117;16
OP3303;01.03.2022;R1109;T107;14
OP3304;01.03.2022;R1117;T109;18
OP3305;01.03.2022;R1121;T119;10
OP3306;01.03.2022;R1114;T102;15
OP3307;02.03.2022;R1107;T107;6
OP3308;02.03.2022;R1126;T116;12
OP3309;02.03.2022;R1125;T107;6
OP3310;02.03.2022;R1116;T109;13
OP3311;02.03.2022;R1131;T120;2
OP3312;02.03.2022;R1109;T109;12
OP3313;02.03.2022;R1112;T120;20
OP3314;02.03.2022;R1127;T111;6
OP3315;02.03.2022;R1102;T108;14
OP3316;02.03.2022;R1116;T114;13
OP3317;02.03.2022;R1107;T112;19
OP3318;02.03.2022;R1110;T115;9
OP3319;02.03.2022;R1113;T119;18
OP3320;02.03.2022;R1106;T114;15
OP3321;02.03.2022;R1127;T112;11
OP3322;02.03.2022;R1110;T111;10
OP3323;02.03.2022;R1132;T107;2
